image_path,label
train/trainB/741ca076-cfab931d.jpg,1
train/trainB/417417e3-77f2bb26.jpg,1
train/trainB/1154d43f-3bfce20a.jpg,1
train/trainA/21ef1092-571cb4f7.jpg,0
train/trainA/98ed2553-08f5973e.jpg,0
train/trainB/a09bfc5a-eabf5835.jpg,1
train/trainA/16dce9f0-ec8b2cd7.jpg,0
train/trainB/11589021-eb71270b.jpg,1
train/trainB/84f514d2-1bb46744.jpg,1
train/trainB/67603f65-e25f50fd.jpg,1
train/trainA/79105e65-5e8ae682.jpg,0
train/trainA/274a0490-2cae486f.jpg,0
train/trainB/9b311345-3f0a4f20.jpg,1
train/trainB/afc8f101-899fc72b.jpg,1
train/trainB/4ce66f8e-658591f2.jpg,1
train/trainA/7dc0c8f7-2e7d09a0.jpg,0
train/trainB/a9bd1550-514edb7b.jpg,1
train/trainA/2a9db941-ef5657d1.jpg,0
train/trainA/1748cda4-59c2138c.jpg,0
train/trainA/4ce66f8e-51ca1df2.jpg,0
train/trainA/6fecbff0-54871b1f.jpg,0
train/trainA/7c1228f7-9e040cbb.jpg,0
train/trainA/6e526eba-0cd86bd8.jpg,0
train/trainA/5749b012-0d355e38.jpg,0
train/trainA/05c32c59-ebe82acb.jpg,0
train/trainB/85c0abbe-b6b24eda.jpg,1
train/trainA/501623c9-a1b8755a.jpg,0
train/trainA/45fa63d2-29d59974.jpg,0
train/trainA/0ab9e3d4-899e764f.jpg,0
train/trainB/77cc3d21-bbec0bcf.jpg,1
train/trainA/7dec8916-df1a5501.jpg,0
train/trainB/3c39180d-afee44f2.jpg,1
train/trainB/7364aa2f-1e020be4.jpg,1
train/trainB/7284844a-86e1df0f.jpg,1
train/trainB/48d71c84-32c8b0bd.jpg,1
train/trainA/89038771-20cb0fd3.jpg,0
train/trainA/172682ff-c3e73347.jpg,0
train/trainA/83f6c772-e9e227c2.jpg,0
train/trainA/7ef0aab3-e4f67d1c.jpg,0
train/trainA/6d6b45d5-7eb486f6.jpg,0
train/trainB/58a21ac3-ba6eb322.jpg,1
train/trainA/957e6dd4-dd8f7258.jpg,0
train/trainA/7cc97a0b-203efcdd.jpg,0
train/trainB/60a9e54a-665d20a6.jpg,1
train/trainA/032164cf-22727d65.jpg,0
train/trainA/03db1bc2-833ca88c.jpg,0
train/trainB/33d5dfd2-58faf4b9.jpg,1
train/trainA/44d3cfb5-bc3df21e.jpg,0
train/trainB/2f4f7d55-13c359c6.jpg,1
train/trainB/0cf12cc6-4153a857.jpg,1
train/trainB/4e4235db-953177ed.jpg,1
train/trainB/3be7ea59-6b4a2b00.jpg,1
train/trainA/548e5d49-68b3f47d.jpg,0
train/trainB/4d9f7e83-d2b62c29.jpg,1
train/trainB/3c643bba-054ccdeb.jpg,1
train/trainB/4feec415-bcb10bba.jpg,1
train/trainA/939c8914-ca0a2c7b.jpg,0
train/trainB/43d65cac-fc72c1a3.jpg,1
train/trainA/6ad71608-ae832360.jpg,0
train/trainA/5b5ec8f9-b5061cd6.jpg,0
train/trainA/243a8597-bb61d2b9.jpg,0
train/trainA/5d5d84c2-2343f8ec.jpg,0
train/trainB/3cfa8365-eea26ea5.jpg,1
train/trainA/80eefbe3-e95c1a6e.jpg,0
train/trainB/470b3a1b-dff47504.jpg,1
train/trainA/a51a039e-1dd6e515.jpg,0
train/trainA/4949fab8-ad018701.jpg,0
train/trainA/637e6fdc-bc690f61.jpg,0
train/trainB/ae65e24e-442a5e15.jpg,1
train/trainB/52667f5a-55ca627c.jpg,1
train/trainA/1407449b-a0d3dcf0.jpg,0
train/trainB/3e65e36b-f09194d8.jpg,1
train/trainA/70748f4e-053169ba.jpg,0
train/trainB/a32543af-7017ebfc.jpg,1
train/trainA/53de6ac6-c3b13549.jpg,0
train/trainA/7171644d-ee92c71e.jpg,0
train/trainB/7d334975-57a1ea59.jpg,1
train/trainB/332c4c2e-dabd3a9e.jpg,1
train/trainB/8586073f-ab6b8232.jpg,1
train/trainB/0c0fe04c-9b43d52e.jpg,1
train/trainA/963d7a42-4a68ee5e.jpg,0
train/trainA/1a93be64-1283c857.jpg,0
train/trainA/5a72cb4d-c975acc5.jpg,0
train/trainA/7ab9daa1-6d2a7971.jpg,0
train/trainB/8c53b6b3-eea86e76.jpg,1
train/trainB/78079a69-0a0e26b2.jpg,1
train/trainA/9c9edc96-be478690.jpg,0
train/trainB/047e7f64-6df28989.jpg,1
train/trainB/67a73364-6764808f.jpg,1
train/trainB/26e49a6c-53f4ee49.jpg,1
train/trainB/4702dbf5-ee707e4d.jpg,1
train/trainB/91c5707a-81d44974.jpg,1
train/trainA/456ccd07-a4ecc2b5.jpg,0
train/trainA/3b9919dd-d12b7c1e.jpg,0
train/trainA/884578f8-ddc03aab.jpg,0
train/trainB/7d2cdf5c-6a9d4406.jpg,1
train/trainA/7814206e-a54d194a.jpg,0
train/trainB/646bb1c3-d85f0e78.jpg,1
train/trainB/49e6debe-80ef4526.jpg,1
train/trainA/10183d3e-fb054efd.jpg,0
train/trainA/2d9aefec-2927f6af.jpg,0
train/trainA/162e6244-a864831a.jpg,0
train/trainA/126ab5e4-007c8aba.jpg,0
train/trainB/93d1341d-53ba2971.jpg,1
train/trainB/9f22e256-586671e1.jpg,1
train/trainB/1aa6dd36-b5ba6631.jpg,1
train/trainB/97a3ce7b-8782b3f7.jpg,1
train/trainB/4cd12fde-f361ad13.jpg,1
train/trainB/832e2723-63312d1a.jpg,1
train/trainA/7352ed07-0c1801fd.jpg,0
train/trainB/8e9d65ac-a819cb9d.jpg,1
train/trainB/a49ea4c5-02ce58a0.jpg,1
train/trainA/3ab69e68-243c08a4.jpg,0
train/trainB/a0f0f312-dc1fa07d.jpg,1
train/trainB/27593cdd-f8fb8ee1.jpg,1
train/trainB/32bfe901-3577525c.jpg,1
train/trainB/4cb026cb-10f816f0.jpg,1
train/trainA/161fb85f-b0c17e8c.jpg,0
train/trainB/597ecb2d-e513ff7c.jpg,1
train/trainB/36c82c6a-db4c4d1a.jpg,1
train/trainA/79b752c4-fa9a1152.jpg,0
train/trainB/05296fa8-248ff695.jpg,1
train/trainB/0e8df409-e7b7ac38.jpg,1
train/trainB/22711131-b602f6b4.jpg,1
train/trainA/1212b385-1b417b2d.jpg,0
train/trainA/6d52af37-1c46ea42.jpg,0
train/trainA/3babcd52-e0c419c3.jpg,0
train/trainB/5072f85b-c237d4c3.jpg,1
train/trainA/1888829d-d0d78cb1.jpg,0
train/trainB/2b83b724-7fc1a648.jpg,1
train/trainA/7d659512-4c88c7c0.jpg,0
train/trainB/5ebdbdec-2d6336aa.jpg,1
train/trainB/692649e5-7289c4b6.jpg,1
train/trainA/209a9827-5936cdd0.jpg,0
train/trainB/80a9d3b9-aa5d9055.jpg,1
train/trainA/5a2349c6-3a2d575d.jpg,0
train/trainB/5bb0702c-3572199c.jpg,1
train/trainA/9d41951a-92779d75.jpg,0
train/trainA/4d91bc98-b24cbe4a.jpg,0
train/trainB/93821de4-0c46697d.jpg,1
train/trainB/565d82d9-0d7b69c3.jpg,1
train/trainA/77d8b9a5-adadae5f.jpg,0
train/trainA/1698c1ee-bdcceeae.jpg,0
train/trainB/1ac73a1f-9ab9c5ae.jpg,1
train/trainB/6b736b84-a0702be5.jpg,1
train/trainA/a8810481-921cce4d.jpg,0
train/trainA/6b7feb1a-baf7d8be.jpg,0
train/trainA/418226d9-2ad94151.jpg,0
train/trainB/84eea1aa-257db4c4.jpg,1
train/trainA/a04fd28c-db383b56.jpg,0
train/trainA/1f4b8e7d-a12884e9.jpg,0
train/trainA/14020ffa-b52ddff6.jpg,0
train/trainA/ac14a783-6a9eb2c8.jpg,0
train/trainB/9fd82c31-cc060d09.jpg,1
train/trainA/208c9529-dc1ca06d.jpg,0
train/trainA/57e60ba3-08710cba.jpg,0
train/trainA/8a2c0c00-9c963063.jpg,0
train/trainB/744f52ce-be555a30.jpg,1
train/trainB/1fd0f6e8-9b69cd98.jpg,1
train/trainA/a6369e08-aaa70797.jpg,0
train/trainA/60df8a69-2b6771c5.jpg,0
train/trainB/8931aec8-88f39808.jpg,1
train/trainB/5d0d9901-e14bd79c.jpg,1
train/trainA/9fd82c31-2f74cb69.jpg,0
train/trainA/00a0f008-a315437f.jpg,0
train/trainA/0777595b-cfdfbd26.jpg,0
train/trainA/16f703b9-7e15ade8.jpg,0
train/trainB/b037a184-e092794f.jpg,1
train/trainA/1c6a9c0d-9e41bfef.jpg,0
train/trainA/4242c326-4dd689bf.jpg,0
train/trainB/a9b7b0ad-22cef56a.jpg,1
train/trainB/9a052db2-d67db454.jpg,1
train/trainB/b089dd80-cabb3a61.jpg,1
train/trainA/a34d9c2a-b9f48f39.jpg,0
train/trainB/34388031-b19d556f.jpg,1
train/trainB/5a0d05c8-ed1a5455.jpg,1
train/trainA/1b130dc7-e1d2ad5a.jpg,0
train/trainB/6ea215fe-e7c19e01.jpg,1
train/trainA/06b4defc-f1e15cae.jpg,0
train/trainA/a1ac7062-df126a09.jpg,0
train/trainB/32f9273c-a1b71351.jpg,1
train/trainA/9fc2c79d-6b175741.jpg,0
train/trainA/5ea4a6cb-a6a19f1f.jpg,0
train/trainA/0e6671dd-445a03fa.jpg,0
train/trainA/25773154-428211e4.jpg,0
train/trainB/647e8e1c-ae51bace.jpg,1
train/trainB/061e8277-ee6e2a5d.jpg,1
train/trainA/58e60c7e-a4dde9c0.jpg,0
train/trainA/9aba0282-948dcfe8.jpg,0
train/trainA/b0de73ec-e9f2b7a3.jpg,0
train/trainB/67e5763a-452440f2.jpg,1
train/trainA/3c996126-89348640.jpg,0
train/trainA/63fa90e1-bd92f195.jpg,0
train/trainB/a5286f48-0d895cb8.jpg,1
train/trainB/9561e2f8-b367b808.jpg,1
train/trainA/b06ef369-89ff91bb.jpg,0
train/trainB/51726669-5c4d3944.jpg,1
train/trainB/84c59ad5-5bbf54b6.jpg,1
train/trainA/83c7c396-ebff9d56.jpg,0
train/trainB/9e75c70e-4573e505.jpg,1
train/trainA/79e9e616-d905b3e2.jpg,0
train/trainA/2f1d116a-bd884028.jpg,0
train/trainA/0531d2f7-1feee72c.jpg,0
train/trainA/7e70084d-9ec90a1d.jpg,0
train/trainA/4ed19947-e12d28f6.jpg,0
train/trainB/208ad74a-42d618b6.jpg,1
train/trainA/3aa57eac-18cde09b.jpg,0
train/trainB/2e2a4b74-d9b11f19.jpg,1
train/trainB/7b201764-6aedb8c8.jpg,1
train/trainA/74b1068d-e8da5639.jpg,0
train/trainA/816089b0-754e9fb1.jpg,0
train/trainA/6622e3f9-4e426f7b.jpg,0
train/trainA/ad418171-97a8eaca.jpg,0
train/trainB/5b8be2dd-468946d8.jpg,1
train/trainB/4f0974b6-f4134cbc.jpg,1
train/trainB/32539b10-2f011f0f.jpg,1
train/trainA/23485050-5e8aa301.jpg,0
train/trainA/394859a3-2ff28b42.jpg,0
train/trainA/72f22fa5-8af4615c.jpg,0
train/trainA/5d5e3b39-6441533d.jpg,0
train/trainB/8fd91100-4a12ae23.jpg,1
train/trainA/aa1dd3ea-44a8a745.jpg,0
train/trainA/1c816379-76c79bef.jpg,0
train/trainA/ad09a5b3-2035a27c.jpg,0
train/trainB/273fe176-4a8456dc.jpg,1
train/trainB/285cc05c-adbf132d.jpg,1
train/trainA/4e767430-456e7cf7.jpg,0
train/trainB/12459369-53321b89.jpg,1
train/trainA/6bbb06e0-a3b81218.jpg,0
train/trainB/47276d25-20f24be1.jpg,1
train/trainA/75ce333f-06370609.jpg,0
train/trainA/6b39f11d-f52dcfa9.jpg,0
train/trainA/86dd24b9-a9eb13ad.jpg,0
train/trainA/3bd568e3-2cee3b4f.jpg,0
train/trainB/35a4b51b-41434826.jpg,1
train/trainA/7abc9a80-cdd1f4d9.jpg,0
train/trainB/27404f90-bf441a16.jpg,1
train/trainA/1e40fd76-afa9e48f.jpg,0
train/trainA/0b1b5202-1d080218.jpg,0
train/trainA/41bf724f-7e2ba7b9.jpg,0
train/trainA/9f86f51c-abafd9b2.jpg,0
train/trainB/1cbbdef9-091930ba.jpg,1
train/trainB/9ed13c60-b055eaee.jpg,1
train/trainA/10c27164-e01ef071.jpg,0
train/trainB/1b00a8b9-1a37016d.jpg,1
train/trainB/963245be-e45c533e.jpg,1
train/trainA/0c3f0715-2b900c8f.jpg,0
train/trainA/55a24f41-7983404c.jpg,0
train/trainA/470b5990-1b869ec3.jpg,0
train/trainA/66644eeb-4630ca80.jpg,0
train/trainA/04e47e69-f7459753.jpg,0
train/trainA/45232db4-a32867cc.jpg,0
train/trainA/4d194c53-4fcf8b81.jpg,0
train/trainB/0c6b43b7-4f5b8946.jpg,1
train/trainB/6563124b-ae4df20d.jpg,1
train/trainB/6fb7db1f-0b2c8ed4.jpg,1
train/trainB/0dcd165f-6cc8189f.jpg,1
train/trainA/8a2e8eca-d2b5c8b6.jpg,0
train/trainA/594fec24-a5422717.jpg,0
train/trainA/32ffd93d-bacbf72e.jpg,0
train/trainB/357f59f3-5af597fd.jpg,1
train/trainA/a501a05a-f3885597.jpg,0
train/trainA/530e3e7a-17df8852.jpg,0
train/trainA/a2b2605f-482ffda0.jpg,0
train/trainB/14ba9079-75ce0461.jpg,1
train/trainB/54b2bd55-8c241863.jpg,1
train/trainA/2e5398bc-a96d4995.jpg,0
train/trainA/156fe0bd-dbb9a093.jpg,0
train/trainB/496ee26b-7ad1e1a7.jpg,1
train/trainA/2e71f7e9-e144bc00.jpg,0
train/trainB/0af30faa-45866112.jpg,1
train/trainA/3286411b-83d59894.jpg,0
train/trainB/2eed41ba-bcd39d83.jpg,1
train/trainB/49c9fb1f-43ed5be9.jpg,1
train/trainA/20b46731-a788ceaf.jpg,0
train/trainA/67795601-c55acce6.jpg,0
train/trainB/365f48a8-d111c8ef.jpg,1
train/trainA/653d24ae-fbb5a6f6.jpg,0
train/trainA/0725b3e1-e2d1e6af.jpg,0
train/trainA/21c6f225-30c53d4d.jpg,0
train/trainA/ad739a7d-0bee7a4f.jpg,0
train/trainA/6e981bf5-5d28ebb1.jpg,0
train/trainA/a9688f77-18f41295.jpg,0
train/trainA/14020ffa-af94f7ae.jpg,0
train/trainA/1b5c5134-ba91a0e3.jpg,0
train/trainB/376f4ad2-0969c285.jpg,1
train/trainA/282dfc2e-4d9fb8a8.jpg,0
train/trainA/98559c8a-c25cf665.jpg,0
train/trainA/8d834569-2bcbc857.jpg,0
train/trainA/077192f8-4d59e803.jpg,0
train/trainA/2c68b72f-b2b24511.jpg,0
train/trainB/a91f85d2-fe86ed53.jpg,1
train/trainA/4147adc8-0ad491a4.jpg,0
train/trainB/85f3f250-7529daf2.jpg,1
train/trainA/3ba471fe-3bd6d48d.jpg,0
train/trainB/82eb2ceb-b17f94cf.jpg,1
train/trainB/a709eaef-02e56d84.jpg,1
train/trainA/0397d7cc-eb30436c.jpg,0
train/trainB/35c03f47-84b03488.jpg,1
train/trainB/65ede982-ecca3084.jpg,1
train/trainB/4953112c-39b9c0ed.jpg,1
train/trainA/327e2f77-99160976.jpg,0
train/trainA/006a7635-ec8fe02c.jpg,0
train/trainB/04a8e132-2df6a0e0.jpg,1
train/trainB/6a9b0345-7ec0910b.jpg,1
train/trainA/73f7c517-4070f088.jpg,0
train/trainB/57f01575-e3d91549.jpg,1
train/trainB/1c596227-fe250214.jpg,1
train/trainA/32109044-754c2375.jpg,0
train/trainB/89b42832-10d662f4.jpg,1
train/trainA/8ab9f666-0e63c410.jpg,0
train/trainB/8320b0b7-ef2b972d.jpg,1
train/trainB/1bca879e-cfacb2bf.jpg,1
train/trainB/15eb3650-6c2c5963.jpg,1
train/trainB/4f25f047-c3ea3d09.jpg,1
train/trainA/5dbeec35-a05c0e35.jpg,0
train/trainB/51871623-aa8e6c30.jpg,1
train/trainB/4149728d-9e8b06c4.jpg,1
train/trainB/222a5cd9-ef880b17.jpg,1
train/trainA/9e63770c-635741cd.jpg,0
train/trainA/01981fe5-b484769f.jpg,0
train/trainB/58eab8ee-f4711a91.jpg,1
train/trainB/45abce86-793d0a3c.jpg,1
train/trainB/9a6c68f2-85bec881.jpg,1
train/trainA/3103aaf8-0434bc60.jpg,0
train/trainA/5e412e85-623f4fdb.jpg,0
train/trainA/9d7a02f9-d48c6d15.jpg,0
train/trainB/921e2dd3-90ab8e4e.jpg,1
train/trainA/85f3b428-cc551032.jpg,0
train/trainA/2a1306bc-71ec8afd.jpg,0
train/trainB/0128cdde-289cd9e9.jpg,1
train/trainA/18957aec-1006fb1b.jpg,0
train/trainB/18456983-1cc29669.jpg,1
train/trainB/55ca5d19-5caf96b8.jpg,1
train/trainA/58e20170-d8e1db5d.jpg,0
train/trainB/49f62641-c8dcca94.jpg,1
train/trainA/09addb9d-34944c18.jpg,0
train/trainB/350c0705-96f771ff.jpg,1
train/trainA/adb9b134-f6488c86.jpg,0
train/trainA/972c9705-6305c09c.jpg,0
train/trainA/0125b9f0-a8dec2ba.jpg,0
train/trainB/86967d41-66a26c75.jpg,1
train/trainA/57d5197b-fb09d90b.jpg,0
train/trainA/0c2c1dd4-6233f932.jpg,0
train/trainB/ae4a703d-4ba21e84.jpg,1
train/trainA/93048bbc-c7d299f7.jpg,0
train/trainA/2e46ccb0-dbbb7cb7.jpg,0
train/trainA/5c5a6935-8bf88c30.jpg,0
train/trainA/56bb69ac-e85d7ae2.jpg,0
train/trainA/53a79e2d-7d41db9e.jpg,0
train/trainA/8e43b0f1-a5e957bb.jpg,0
train/trainB/47cdf332-84b585ba.jpg,1
train/trainA/1c00f57a-58d4c3fc.jpg,0
train/trainA/7d3a60bd-06de89b4.jpg,0
train/trainB/32bfe901-c9457aa6.jpg,1
train/trainB/6c6614e0-e8af0669.jpg,1
train/trainB/288874ba-087b5f10.jpg,1
train/trainA/227b2c77-981e5e29.jpg,0
train/trainB/721400f3-e99c206a.jpg,1
train/trainB/8e9d65ac-7f6af35f.jpg,1
train/trainA/03c594dd-223f1467.jpg,0
train/trainA/44db6e04-bffe2cfd.jpg,0
train/trainA/ac284a40-1cc18bcc.jpg,0
train/trainA/3fa77b6e-a133cf30.jpg,0
train/trainB/4ce27116-2695d66c.jpg,1
train/trainB/57c4b923-144b53c5.jpg,1
train/trainA/6cec1336-409c3273.jpg,0
train/trainA/8d35a141-2772cb64.jpg,0
train/trainB/4f5bceb1-0fd78522.jpg,1
train/trainA/2ca35cec-1c73160b.jpg,0
train/trainB/52dcc3ca-337d592b.jpg,1
train/trainA/56ea88a1-19172cdc.jpg,0
train/trainA/7d6eb8b3-7addcec5.jpg,0
train/trainA/06337e19-c6eadb60.jpg,0
train/trainA/0573f031-8ef23cf6.jpg,0
train/trainA/07580e64-29fd52ca.jpg,0
train/trainA/90642a02-c3f0e465.jpg,0
train/trainA/1ca121bd-1ee00d2c.jpg,0
train/trainB/7db23ef7-74a83363.jpg,1
train/trainA/48aa085f-b2c3b0d6.jpg,0
train/trainA/46f0d4e3-b2fd19a0.jpg,0
train/trainB/3d12863d-4bb2e39d.jpg,1
train/trainA/ab4edc1b-93ce2c0d.jpg,0
train/trainB/424dabea-cfe8fe8f.jpg,1
train/trainA/645f5066-34f46863.jpg,0
train/trainA/864b4701-8809ea5a.jpg,0
train/trainA/21649da7-ad105fdc.jpg,0
train/trainA/07eabbe1-dc3c5701.jpg,0
train/trainB/6ec3709a-2341a1e2.jpg,1
train/trainB/4d13fd55-fe6b496e.jpg,1
train/trainB/a013127f-190f10bd.jpg,1
train/trainA/707b78bc-de94c0a2.jpg,0
train/trainB/6d34ed1d-cd85f528.jpg,1
train/trainB/40ee3b4e-fd419366.jpg,1
train/trainA/072ca47b-0cb52c7f.jpg,0
train/trainB/8c763a00-00118e43.jpg,1
train/trainA/8585dedd-66fbad2c.jpg,0
train/trainA/2032bc98-e3827882.jpg,0
train/trainA/68d734cf-f55b10a6.jpg,0
train/trainA/90ec7709-f3fc17b6.jpg,0
train/trainA/6c03a466-d2a585c1.jpg,0
train/trainB/a1a8db6b-f5d2991f.jpg,1
train/trainA/5ea96a8f-b18ce03a.jpg,0
train/trainB/2b5335fc-876cdf4d.jpg,1
train/trainA/1160dc97-7bb7eb3a.jpg,0
train/trainA/41f4b87c-7014c32b.jpg,0
train/trainA/57ac74e2-3e6093ea.jpg,0
train/trainB/29053385-30e3138f.jpg,1
train/trainA/0277379d-ed078767.jpg,0
train/trainA/3197b773-3267914d.jpg,0
train/trainA/4beb2bf4-43d7f7e2.jpg,0
train/trainA/266ceb2e-44a9f2cf.jpg,0
train/trainB/42cbff23-9151eec6.jpg,1
train/trainA/74442067-2bb64766.jpg,0
train/trainB/3794f7be-4730740a.jpg,1
train/trainA/5fe5a8bb-26a4b80f.jpg,0
train/trainB/0362e378-c7660e29.jpg,1
train/trainA/7e8a2803-a034c5d8.jpg,0
train/trainB/a851176a-b6082cd1.jpg,1
train/trainB/3540cef0-357ff268.jpg,1
train/trainA/9bc2e679-c24b526a.jpg,0
train/trainB/0711ab13-e486593d.jpg,1
train/trainB/01a6daec-e8c923a8.jpg,1
train/trainA/92b0787c-8ae83b08.jpg,0
train/trainA/8158a48f-d16c2dc4.jpg,0
train/trainB/3f01c92b-e9d14eb8.jpg,1
train/trainB/2a27ffe5-794600c1.jpg,1
train/trainB/a2c12eaf-d93f077d.jpg,1
train/trainA/92353db9-6b9f00c2.jpg,0
train/trainA/634c1785-3bb9a8a2.jpg,0
train/trainA/0bed85e1-d6eca0a1.jpg,0
train/trainB/57804a44-8352ffcf.jpg,1
train/trainA/84ec0c65-83617c8d.jpg,0
train/trainB/5d137856-1fe96974.jpg,1
train/trainB/2311e352-061e0416.jpg,1
train/trainA/414f1ca7-419291ce.jpg,0
train/trainA/353e5825-a5267efb.jpg,0
train/trainA/9abbf59f-d534d6d3.jpg,0
train/trainA/2eb86645-f154394a.jpg,0
train/trainB/40c30f06-0101f303.jpg,1
train/trainA/2c02054a-4bbc2225.jpg,0
train/trainB/75d0a4fb-de7c9d3b.jpg,1
train/trainA/a7148b4d-76ef5c09.jpg,0
train/trainB/b01194fb-e41cee4c.jpg,1
train/trainB/5101b0dc-b5deb6ad.jpg,1
train/trainA/942d812d-f351c5d2.jpg,0
train/trainA/90ec7709-5109cec1.jpg,0
train/trainB/494ccbdd-32391715.jpg,1
train/trainA/68986939-77728d6e.jpg,0
train/trainA/770c4014-c96cb1f7.jpg,0
train/trainA/74d591f1-44c4641c.jpg,0
train/trainB/7feb332a-6c0ffc0f.jpg,1
train/trainA/5057e1b7-e96057b4.jpg,0
train/trainB/1504d2f9-933da05f.jpg,1
train/trainB/4bb5ca13-ee2ebb86.jpg,1
train/trainA/38737842-e8ab738d.jpg,0
train/trainB/8ab0b379-053cfb27.jpg,1
train/trainA/97b65dd9-d67c4b45.jpg,0
train/trainA/874e5af9-fa8b0b88.jpg,0
train/trainB/a93aa94e-6f9ceb54.jpg,1
train/trainA/154b309d-0f2c5e1c.jpg,0
train/trainA/96bc24a2-3ed35891.jpg,0
train/trainA/2221f76d-f78c66cd.jpg,0
train/trainB/815c0e1f-3aaa59a6.jpg,1
train/trainA/7f678913-215bfcc0.jpg,0
train/trainA/6f77d97a-a4cd1bb8.jpg,0
train/trainB/6bedaa93-2ef2a4b7.jpg,1
train/trainA/971fcfa2-a4e578ec.jpg,0
train/trainA/40328742-6d3f76d8.jpg,0
